First Matching Affiliation from Corresponding Author,First Matching Corresponding Author,Institution Guess,doi,Url to publisher,Url to fulltext in Rero Doc,Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication (YYYY-MM-DD),Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Istituto Dalle Molle di Studi sull'Intelligenza Artificiale (IDSIA), Galleria 2, CH-6928, Manno-Lugano, Switzerland E-mail: roberto@idsia.ch","Montemanni, R.",usi,10.1007/s10878-005-4922-6,https://doi.org/10.1007/s10878-005-4922-6,,Ant Colony System for a Dynamic Vehicle Routing Problem,,"Montemanni, R.;Gambardella, L. M.;Rizzoli, A. E.;Donati, A. V.",2005,Journal of Combinatorial Optimization,"Istituto Dalle Molle di Studi sull'Intelligenza Artificiale (IDSIA), Galleria 2, CH-6928, Manno-Lugano, Switzerland E-mail: roberto@idsia.ch;Istituto Dalle Molle di Studi sull'Intelligenza Artificiale (IDSIA), Galleria 2, CH-6928, Manno-Lugano, Switzerland;Istituto Dalle Molle di Studi sull'Intelligenza Artificiale (IDSIA), Galleria 2, CH-6928, Manno-Lugano, Switzerland;Istituto Dalle Molle di Studi sull'Intelligenza Artificiale (IDSIA), Galleria 2, CH-6928, Manno-Lugano, Switzerland",Kluwer Academic Publishers,,10,4,327,343,1382-6905,1573-2886,copyright,"Springer Science + Business Media, Inc., 2005",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1087800549226,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1087800549226&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1087800549226&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1087800549226&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"IAM, University of Bonn, D 53115, Bonn, Germany BiBoS Research Centre, D 33615, Bielefeld, Germany IZKS, D 53115, Bonn, Germany CERFIM, Locarno, Switzerland Acc. Arch., USI,  , Switzerland E-mail: albeverio@uni-bonn.de","Albeverio, Sergio",usi,10.1007/s10440-006-9062-1,https://doi.org/10.1007/s10440-006-9062-1,,A Distributional Approach to Multiple Stochastic Integrals and Transformations of the Poisson Measure,,"Albeverio, Sergio;Smorodina, Nataliya V.",2006,Acta Applicandae Mathematica,"IAM, University of Bonn, D 53115, Bonn, Germany BiBoS Research Centre, D 33615, Bielefeld, Germany IZKS, D 53115, Bonn, Germany CERFIM, Locarno, Switzerland Acc. Arch., USI,  , Switzerland E-mail: albeverio@uni-bonn.de;St.-Petersburg State University, St.-Petersburg, Russia E-mail: smorodin@ns2691.spb.edu",Kluwer Academic Publishers,,94,1,1,19,0167-8019,1572-9036,copyright,"Springer Science + Business Media B.V., 2006",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1044000690621,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1044000690621&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1044000690621&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1044000690621&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Faculty of Communication Sciences, University of Lugano, Via G. Buffi 13, CH 6900, Lugano, Switzerland E-mail: rubinels@usilu.net","Rubinelli, Sara",usi,10.1007/s10503-007-9035-1,https://doi.org/10.1007/s10503-007-9035-1,,Comments on ‘Strategic Maneuvering with Dissociation’,,"Rubinelli, Sara",2006,Argumentation,"Faculty of Communication Sciences, University of Lugano, Via G. Buffi 13, CH 6900, Lugano, Switzerland E-mail: rubinels@usilu.net",Kluwer Academic Publishers,,20,,489,493,0920-427X,1572-8374,copyright,"Springer Science+Business Media B.V., 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1050300790351,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300790351&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300790351&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300790351&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Division of Surgical Intensive Care, Department of Anesthesiology, Pharmacology and Surgical Intensive Care, University Hospital of Geneva, Geneva, Switzerland Servizio di Anestesiologia e Cure Intensive, Ospedale Civico di Lugano, 6903, Lugano, Switzerland E-mail: Silvia.Cottini@eoc.ch","Cottini, Silvia R.",usi,10.1007/s00134-006-0096-7,https://doi.org/10.1007/s00134-006-0096-7,,Risk factors for reperfusion injury after lung transplantation,,"Cottini, Silvia R.;Lerch, Nicolas;De Perrot, Marc;Treggiari, Miriam M.;Spiliopoulos, Anastase;Nicod, Laurent;Ricou, Bara",2006,Intensive Care Medicine,"Division of Surgical Intensive Care, Department of Anesthesiology, Pharmacology and Surgical Intensive Care, University Hospital of Geneva, Geneva, Switzerland Servizio di Anestesiologia e Cure Intensive, Ospedale Civico di Lugano, 6903, Lugano, Switzerland E-mail: Silvia.Cottini@eoc.ch;Division of Surgical Intensive Care, Department of Anesthesiology, Pharmacology and Surgical Intensive Care, University Hospital of Geneva, Geneva, Switzerland;Clinic of Thoracic Surgery, Department of Surgery, University Hospital of Geneva, Geneva, Switzerland;Department of Anesthesiology, University of Washington, Seattle, WA,, USA;Clinic of Thoracic Surgery, Department of Surgery, University Hospital of Geneva, Geneva, Switzerland;Division of Pulmonary Medicine, Department of Internal Medicine, University Hospital of Geneva, Geneva, Switzerland;Division of Surgical Intensive Care, Department of Anesthesiology, Pharmacology and Surgical Intensive Care, University Hospital of Geneva, Geneva, Switzerland",Springer-Verlag,,32,4,557,563,0342-4642,1432-1238,copyright,"Springer-Verlag, 2006",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0013400600967,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0013400600967&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0013400600967&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0013400600967&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Health Care Communication Laboratory, School of Communication Sciences, University of Lugano, Via Buffi 13, 6900, Lugano, Switzerland E-mail: sara.rubinelli@lu.unisi.ch","Rubinelli, Sara",usi,10.1007/s10503-006-9014-y,https://doi.org/10.1007/s10503-006-9014-y,,“Let Me Tell You Why!”. When Argumentation in Doctor–Patient Interaction Makes a Difference,,"Rubinelli, Sara;Schulz, Peter J.",2006,Argumentation,"Health Care Communication Laboratory, School of Communication Sciences, University of Lugano, Via Buffi 13, 6900, Lugano, Switzerland E-mail: sara.rubinelli@lu.unisi.ch;Health Care Communication Laboratory, School of Communication Sciences, University of Lugano, Via Buffi 13, 6900, Lugano, Switzerland E-mail: peter.schulz@lu.unisi.ch",Kluwer Academic Publishers,,20,3,353,375,0920-427X,1572-8374,copyright,"Springer Science+Business Media, Inc., 2006",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s105030069014y,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105030069014y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105030069014y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105030069014y&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Faculty of Communication Sciences, University of Lugano, Via G., Buffi 13, CH 6900, Lugano, Switzerland E-mail: rigottie@lu.unisi.ch","Rigotti, Eddo",usi,10.1007/s10503-007-9034-2,https://doi.org/10.1007/s10503-007-9034-2,,Relevance of Context-bound loci to Topical Potential in the Argumentation Stage,,"Rigotti, Eddo",2006,Argumentation,"Faculty of Communication Sciences, University of Lugano, Via G., Buffi 13, CH 6900, Lugano, Switzerland E-mail: rigottie@lu.unisi.ch",Kluwer Academic Publishers,,20,,519,540,0920-427X,1572-8374,copyright,"Springer Science+Business Media B.V., 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1050300790342,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300790342&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300790342&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300790342&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Institute of Finance, University of Lugano, USI, Via G. Buffi 13, 6900, Lugano, Switzerland","Audrino, Francesco",usi,10.1007/s10287-004-0028-3,https://doi.org/10.1007/s10287-004-0028-3,,A multivariate FGD technique to improve VaR computation in equity markets,,"Audrino, Francesco;Barone-Adesi, Giovanni",2005,Computational Management Science,"Institute of Finance, University of Lugano, USI, Via G. Buffi 13, 6900, Lugano, Switzerland;Institute of Finance, University of Lugano, USI, Via G. Buffi 13, 6900, Lugano, Switzerland",Springer-Verlag,,2,2,87,106,1619-697X,1619-6988,copyright,"Springer-Verlag Berlin/Heidelberg, 2005",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1028700400283,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1028700400283&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1028700400283&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1028700400283&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Abteilung Traumatologie, Allgemeinchirurgische Klinik, Universitätsspital Basel, Schweiz CARCAS-Gruppe, Universitätsspitäler Basel und Zürich, Schweiz Abteilung Traumatologie, Chirurgia, Ospedale Civico, Via Tesserete 46, 6903, Lugano, Schweiz E-mail: tgross@uhbs.ch","Gross, T.",usi,10.1007/s00104-005-1068-0,https://doi.org/10.1007/s00104-005-1068-0,,Interdisziplinäres Schockraum-Management unfallchirurgischer Patienten aus der Sicht der MitarbeitendenInterdisciplinary emergency room management of trauma patients from the standpoint of coworkers,,"Gross, T.;Amsler, F.;Ummenhofer, W.;Zuercher, M.;Regazzoni, P.;Jacob, A. L.;Huegli, R. W.;Messmer, P.",2005,Der Chirurg,"Abteilung Traumatologie, Allgemeinchirurgische Klinik, Universitätsspital Basel, Schweiz CARCAS-Gruppe, Universitätsspitäler Basel und Zürich, Schweiz Abteilung Traumatologie, Chirurgia, Ospedale Civico, Via Tesserete 46, 6903, Lugano, Schweiz E-mail: tgross@uhbs.ch;CARCAS-Gruppe, Universitätsspitäler Basel und Zürich, Schweiz;Departement Anästhesie, Universitätsspital Basel, Schweiz;Departement Anästhesie, Universitätsspital Basel, Schweiz;Abteilung Traumatologie, Allgemeinchirurgische Klinik, Universitätsspital Basel, Schweiz CARCAS-Gruppe, Universitätsspitäler Basel und Zürich, Schweiz;CARCAS-Gruppe, Universitätsspitäler Basel und Zürich, Schweiz;CARCAS-Gruppe, Universitätsspitäler Basel und Zürich, Schweiz Departement Radiologie, Universitätsspital Basel, Schweiz;CARCAS-Gruppe, Universitätsspitäler Basel und Zürich, Schweiz Klinik für Unfallchirurgie, Universitätsspital Zürich, Schweiz",Springer-Verlag,,76,10,959,966,0009-4722,1433-0385,copyright,"Springer Medizin Verlag, 2005",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0010400510680,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0010400510680&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0010400510680&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0010400510680&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Universitá della Svizzera Italiana, Lugano Via Sole 14, 6977, Ruvigliana, Switzerland E-mail: nicola.carcano@freesurf.ch","Carcano, Nicola",usi,10.1007/s11408-006-0034-2,https://doi.org/10.1007/s11408-006-0034-2,,Country and currency diversification of bond investments: do they really make sense for Swiss investors?,,"Carcano, Nicola",2007,Financial Markets and Portfolio Management,"Universitá della Svizzera Italiana, Lugano Via Sole 14, 6977, Ruvigliana, Switzerland E-mail: nicola.carcano@freesurf.ch",Kluwer Academic Publishers-Plenum Publishers; http://www.springer-ny.com,,21,1,95,120,1555-4961,1555-497X,copyright,"Swiss Society for Financial Market Research, 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1140800600342,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1140800600342&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1140800600342&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1140800600342&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"IDSIA, Galleria 2, CH-6928 Manno-Lugano, Switzerland E-mail: daniil@ryabko.net","Ryabko, Daniil",usi,10.1007/s00453-007-0037-z,https://doi.org/10.1007/s00453-007-0037-z,,Sample Complexity for Computational Classification Problems,,"Ryabko, Daniil",2007,Algorithmica,"IDSIA, Galleria 2, CH-6928 Manno-Lugano, Switzerland E-mail: daniil@ryabko.net",Springer-Verlag; www.springer-ny.com,,49,1,69,77,0178-4617,1432-0541,copyright,"Springer, 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s004530070037z,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s004530070037z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s004530070037z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s004530070037z&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Faculty of Informatics, University of Lugano, Via Buffi13, 6904, Lugano, Switzerland E-mail: alessandra.gorla@lu.unisi.ch","Gorla, Alessandra",usi,10.1007/s10009-008-0088-8,https://doi.org/10.1007/s10009-008-0088-8,,Healing Web applications through automatic workarounds,,"Carzaniga, Antonio;Gorla, Alessandra;Pezzè, Mauro",2008,International Journal on Software Tools for Technology Transfer,"Faculty of Informatics, University of Lugano, Via Buffi13, 6904, Lugano, Switzerland E-mail: antonio.carzaniga@unisi.ch;Faculty of Informatics, University of Lugano, Via Buffi13, 6904, Lugano, Switzerland E-mail: alessandra.gorla@lu.unisi.ch;Faculty of Informatics, University of Lugano, Via Buffi13, 6904, Lugano, Switzerland Dipartimento di Informatica, Sistemistica e Comunicazione, University of Milano-Bicocca, Via Bicocca degli Arcimboldi 8, 20126, Milan, Italy E-mail: mauro.pezze@unisi.ch",Springer-Verlag,,10,6,493,502,1433-2779,1433-2787,copyright,"Springer-Verlag, 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1000900800888,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1000900800888&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1000900800888&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1000900800888&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"NCCR-FINRISK, University of Zurich, Zurich, Switzerland Swiss Finance Institute, University of Lugano, Lugano, Switzerland E-mail: enrico.degiorgi@lu.unisi.ch","De Giorgi, Enrico",usi,10.1007/s10614-006-9062-2,https://doi.org/10.1007/s10614-006-9062-2,,Computational aspects of prospect theory with asset pricing applications,,"De Giorgi, Enrico;Hens, Thorsten;Mayer, János",2007,Computational Economics,"NCCR-FINRISK, University of Zurich, Zurich, Switzerland Swiss Finance Institute, University of Lugano, Lugano, Switzerland E-mail: enrico.degiorgi@lu.unisi.ch;NCCR-FINRISK, University of Zurich, Zurich, Switzerland Norwegian School of Economics and Business Administration, Bergen, Norway Swiss Banking Institute, University of Zurich, Zurich, Switzerland E-mail: thens@isb.unizh.ch;NCCR-FINRISK, University of Zurich, Zurich, Switzerland Institute for Operations Research, University of Zurich, Zurich, Switzerland E-mail: mayer@ior.unizh.ch",Kluwer Academic Publishers-Plenum Publishers; http://www.springer-ny.com,,29,,267,281,0927-7099,1572-9974,copyright,"Springer Science+Business Media, LLC, 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1061400690622,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1061400690622&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1061400690622&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1061400690622&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"University of Lugano, via Lambertenghi 10a, 6904, Lugano, Switzerland E-mail: blepori@unisi.ch","Lepori, Benedetto",usi,10.1007/s10734-007-9088-y,https://doi.org/10.1007/s10734-007-9088-y,,Research in non-university higher education institutions. The case of the Swiss Universities of Applied Sciences,,"Lepori, Benedetto",2008,Higher Education,"University of Lugano, via Lambertenghi 10a, 6904, Lugano, Switzerland E-mail: blepori@unisi.ch",Springer Netherlands,,56,1,45,58,0018-1560,1573-174X,copyright,"Springer Science + Business Media B.V., 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s107340079088y,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s107340079088y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s107340079088y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s107340079088y&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Institute for Research in Biomedicine, Via Vincenzo Vela 6, CH-6500, Bellinzona, Switzerland E-mail: jeremy.luban@irb.unisi.ch","Luban, Jeremy",usi,10.1007/s11908-007-0013-4,https://doi.org/10.1007/s11908-007-0013-4,,The retroviral restriction factor TRIM5α,,"Sebastian, Sarah;Luban, Jeremy",2007,Current Infectious Disease Reports,"Institute for Research in Biomedicine, Via Vincenzo Vela 6, CH-6500, Bellinzona, Switzerland E-mail: jeremy.luban@irb.unisi.ch",Current Science Inc.,,9,2,167,173,1523-3847,1534-3146,copyright,"Current Medicine Group, LLC, 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1190800700134,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1190800700134&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1190800700134&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1190800700134&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
